college_name,state,stream,ug_fee,pg_fee,rating,academic,accommodation,faculty,infrastructure,placement,social_life,institute_canonical,match_type,needs_manual_review
The National Institute of Engineering,Karnataka,Engineering,"44,090","55,590",8.1,8.5,7.6,8.3,7.8,8.4,7.9,The National Institute of Engineering,EXACT,False
"Alliance College of Engineering and Design, Bangalore",Karnataka,Engineering,"2,25,000","1,50,000",7.2,7.3,7.1,6.5,8.7,6.5,7.2,Alliance College of Engineering and Design,EXACT,False
Basaveshwar Engineering College,Karnataka,Engineering,"65,340","60,000",7.7,8.1,7.9,8.1,8.1,6.6,7.2,Basaveshwar Engineering College,EXACT,False
"Christ University, Bangalore",Karnataka,Engineering,"1,70,000","35,000",8.3,8.5,7.4,8.2,8.9,8.1,8.8,"Christ University, Bangalore",EXACT,False
Manipal Academy of Higher Education,Karnataka,Engineering,"3,35,000","2,10,000",8.4,8.5,8.2,8.6,8.8,7.8,8.4,Manipal Academy of Higher Education,EXACT,False
Indian Institute of Science,Karnataka,Engineering,"29,200","35,200",9,9.6,8.5,9.4,9.5,8.4,8.4,Indian Institute of Science,EXACT,False
"REVA University, Bangalore",Karnataka,Engineering,"2,25,000","5,00,000",8.4,8.3,8.1,8.3,9.3,7.8,8.4,"REVA University, Bangalore",EXACT,False
"Alliance University, Bangalore",Karnataka,Engineering,"6,25,000","1,50,000",8,8.2,7.2,8.2,8.8,7.6,8,"Alliance University, Bangalore",EXACT,False
"Presidency University, Bangalore",Karnataka,Engineering,"2,10,000","90,000",8.3,8.2,7.6,8.6,8.8,8.2,8.3,"Presidency University, Bangalore",EXACT,False
Indian Institute of Technology,Telangana,Engineering,"2,22,995","5,00,895",8.5,8.7,8,8.7,8.5,8.3,8.6,IIT,EXACT,False
National Institute of Technology,Telangana,Engineering,"1,30,000","75,000",8.4,8.6,7.9,8.2,8.5,8.6,8.4,NIT,EXACT,False
International Institute of Information Technology,Telangana,Engineering,"3,00,000","1,50,000",8.3,9,8.2,8.5,7.8,9.2,6.9,International Institute of Information Technology,EXACT,False
Jawaharlal Nehru Technological University,Telangana,Engineering,"12,500","18,000",8,8.3,7.7,7.8,8.3,7.6,8.3,Jawaharlal Nehru Technological University,EXACT,False
"University College of Engineering, Osmania University",Telangana,Engineering,"27,770","39,770",8.6,9,8.5,8.5,8.6,8.4,8.4,University College of Engineering,EXACT,False
Chaitanya Bharathi Institute of Technology,Telangana,Engineering,"1,34,000","1,51,600",8.2,8.5,7.1,8.4,8.3,8.6,8.5,Chaitanya Bharathi Institute of Technology,EXACT,False
Vallurupalli Nageswara Rao Vignana Jyothi Institute of,Telangana,Engineering,"1,31,000","1,41,700",8.4,8.4,8.1,8.2,8.5,8.4,8.5,Vallurupalli Nageswara Rao Vignana Jyothi Institute of,EXACT,False
"CVR College of Engineering, Ibrahimpatnam, Rangareddi",Telangana,Engineering,"1,21,650","72,500",8.3,8.6,8.1,8.5,8.2,8.6,7.7,CVR College of Engineering,EXACT,False
Institute of Aeronautical Engineering,Telangana,Engineering,"90,000","70,000",8.3,8.4,8.5,8.2,8.5,8,8.2,Institute of Aeronautical Engineering,EXACT,False
BV Raju Institute of Technology,Telangana,Engineering,"1,20,000","70,000",8.5,8.6,8.2,8.3,8.9,8.4,8.7,BV Raju Institute of Technology,EXACT,False
Vardhaman College of Engineering,Telangana,Engineering,"1,25,000","57,000",8.1,8.2,8.2,8.2,8.5,8.1,7.6,Vardhaman College of Engineering,EXACT,False
"Anurag University, Hyderabad",Telangana,Engineering,"1,35,500","66,500",8.3,8.5,7.5,8.2,8.9,8,8.4,"Anurag University, Hyderabad",EXACT,False
Vasavi College of Engineering,Telangana,Engineering,"1,30,000","1,00,000",8,8.6,6.7,8.3,8,8.8,7.5,Vasavi College of Engineering,EXACT,False
Gokaraju Rangaraju Institute of Engineering and Technology,Telangana,Engineering,"1,22,000","75,000",8,8.3,7.3,7.9,8.5,8.1,7.6,Gokaraju Rangaraju Institute of Engineering and Technology,EXACT,False
Kakatiya Institute of Technology & Science,Telangana,Engineering,"1,25,960","74,550",8.2,8.3,7.9,8.4,8.3,7.9,8.4,Kakatiya Institute of Technology & Science,EXACT,False
K L University,Telangana,Engineering,"2,65,000","1,20,000",7.9,7.9,7.4,8.1,8.2,7.6,8.1,K L University,EXACT,False
Birla Institute of Technology and Science,Telangana,Engineering,"4,23,475","4,69,475",9,9,8.4,8.8,9.4,9.1,9.4,Birla Institute of Technology and Science,EXACT,False
Mahatma Gandhi Institute of Technology,Telangana,Engineering,"1,08,000",--,7.8,8.1,7.2,8.1,8.1,7.3,7.8,Mahatma Gandhi Institute of Technology,EXACT,False
Malla Reddy Engineering College,Telangana,Engineering,"1,03,000","57,000",7.4,7.7,7.1,7.4,7.8,7.1,7.5,Malla Reddy Engineering College,EXACT,False
Malla Reddy College of Engineering,Telangana,Engineering,"72,000",--,7,7.5,7.2,7,6.8,6.5,7.2,Malla Reddy College of Engineering,EXACT,False
Indian Institute of Chemical Technology,Telangana,Engineering,--,--,7.7,7,7,8.3,8,7.7,7.9,Indian Institute of Chemical Technology,EXACT,False
Sreenidhi Institute of Science and Technology,Telangana,Engineering,"5,20,000","2,10,000",7.6,7.8,6.9,7.5,7.8,7.7,7.6,Sreenidhi Institute of Science and Technology,EXACT,False
"Mahindra University, Hyderabad",Telangana,Engineering,"4,70,000","70,000",8.8,9.1,8.6,9,9.1,7.8,8.9,"Mahindra University, Hyderabad",EXACT,False
"St Martin's Engineering College, Secunderabad",Telangana,Engineering,"80,000",--,7.7,7.9,6.8,7.8,7.9,7.7,8.2,St Martin's Engineering College,EXACT,False
MLR Institute of Technology,Telangana,Engineering,"96,000","57,000",8.3,8.3,8.4,8.1,8.8,8,8.4,MLR Institute of Technology,EXACT,False
Keshav Memorial Institute of Technology,Telangana,Engineering,"1,11,500",--,8.2,8.7,6.7,8.6,8.1,9,8.3,Keshav Memorial Institute of Technology,EXACT,False
Vaagdevi College of Engineering,Telangana,Engineering,"86,000",--,7.8,8,7.4,8,8,7.5,8,Vaagdevi College of Engineering,EXACT,False
CMR Engineering College,Telangana,Engineering,"75,000","57,000",8.8,8.9,8.4,8.7,9.2,9,8.4,CMR Engineering College,EXACT,False
"Matrusri Engineering College, Hyderabad",Telangana,Engineering,"90,000",--,7,7.6,5.7,7.2,7.6,7,6.7,"Matrusri Engineering College, Hyderabad",EXACT,False
Indian Institute of Technology,Madhya Pradesh,Engineering,"2,28,700","50,800",8,8.4,7.6,8.1,7.7,7.8,8.4,IIT,EXACT,False
Maulana Azad National Institute of Technology,Madhya Pradesh,Engineering,"64,939","1,04,275",7.8,7.8,7.5,7.5,7.6,8.1,8.5,Maulana Azad NIT,EXACT,False
Indian Institute of Information Technology Design and,Madhya Pradesh,Engineering,"1,37,580","71,000",7.9,8.2,7.5,8,8.1,7.5,8.3,IIIT Design and,EXACT,False
Atal Bihari Vajpayee Indian Institute of Information,Madhya Pradesh,Engineering,"75,070","1,42,250",7.6,7.5,7,7.1,8.2,7.7,8,Atal Bihari Vajpayee Indian Institute of Information,EXACT,False
"VIT Bhopal University, Bhopal",Madhya Pradesh,Engineering,"1,98,000","1,93,000",7.9,8.6,7.7,8.4,7.1,8.1,7.4,"VIT Bhopal University, Bhopal",EXACT,False
"RKDF University, Bhopal",Madhya Pradesh,Engineering,"55,000","35,000",7.6,8,7,7.8,8,6.5,8.2,"RKDF University, Bhopal",EXACT,False
Awadhesh Pratap Singh University,Madhya Pradesh,Engineering,"40,000",--,7.1,7.9,6.5,8.1,7.2,5.3,7.3,Awadhesh Pratap Singh University,EXACT,False
"University Institute of Technology, Rajiv Gandhi Proudyogiki",Madhya Pradesh,Engineering,"23,920","62,735",6.9,7.2,6.5,6.6,7.6,6.3,6.9,University Institute of Technology,EXACT,False
Institute of Information Technology & Management,Madhya Pradesh,Engineering,"77,000","60,000",8.5,8.7,8,8.4,8.6,8.5,8.5,Institute of Information Technology & Management,EXACT,False
"Institute of Engineering and Technology, Devi Ahilya",Madhya Pradesh,Engineering,"82,961","71,100",7.7,7.9,6.6,7.3,7.4,8.4,8.4,Institute of Engineering and Technology,EXACT,False
Acropolis Institute of Technology & Research,Madhya Pradesh,Engineering,"75,100","25,500",7.8,7.9,7,7.8,7.8,8,8.1,Acropolis Institute of Technology & Research,EXACT,False
"Indian Institute of Information Technology -[IIIT], Bhopal",Madhya Pradesh,Engineering,"1,79,500",--,6,6.4,5.3,6.1,6.5,5,6.8,"IIIT -[IIIT], Bhopal",EXACT,False
Jaypee University of Engineering and Technology,Madhya Pradesh,Engineering,"1,89,500","96,500",7.9,7.8,7.9,7.5,8.9,7.4,7.6,Jaypee University of Engineering and Technology,EXACT,False
Oriental University,Madhya Pradesh,Engineering,"65,000","30,000",7.2,7.5,6.7,7.2,7.7,7.1,7.1,Oriental University,EXACT,False
"Amity University, Gwalior",Madhya Pradesh,Engineering,"1,64,000","64,000",8.6,8.8,8.5,8.4,9.3,8,8.3,"Amity University, Gwalior",EXACT,False
AKS University,Madhya Pradesh,Engineering,"60,000","46,000",7.3,7.8,5.9,8.2,7.6,6.9,7.4,AKS University,EXACT,False
Jagran Lakecity University,Madhya Pradesh,Engineering,"1,15,000","75,000",8,8,7.9,7.8,8.6,7.4,8.1,Jagran Lakecity University,EXACT,False
Jabalpur Engineering College,Madhya Pradesh,Engineering,"22,300","10,000",7.2,7.5,6.4,7.4,6.9,7.4,7.3,Jabalpur Engineering College,EXACT,False
"Swami Vivekanand University, Sagar",Madhya Pradesh,Engineering,"44,000","32,000",6.3,6.9,5,7,6.4,5.6,6.6,"Swami Vivekanand University, Sagar",EXACT,False
"Acropolis Group of Institutions, Indore",Madhya Pradesh,Engineering,"73,600","60,000",8.7,8.5,8.5,8.7,9,8.6,8.6,"Acropolis Group of Institutions, Indore",EXACT,False
LNCT University,Madhya Pradesh,Engineering,"80,000","65,000",9,9,8.8,9.3,8.8,8.9,8.9,LNCT University,EXACT,False
"Avantika University, Ujjain",Madhya Pradesh,Engineering,"2,22,500",--,9.1,9.3,8.5,9.3,8.5,9.5,9.2,"Avantika University, Ujjain",EXACT,False
Ujjain Engineering College,Madhya Pradesh,Engineering,"22,751","25,151",6.7,7.4,5.9,7.4,6.2,6.4,6.9,Ujjain Engineering College,EXACT,False
Shri Govindram Seksaria Institute of Technology and,Madhya Pradesh,Engineering,"75,550","1,18,425",7.4,8,6.7,7.7,7,7.5,7.2,Shri Govindram Seksaria Institute of Technology and,EXACT,False
Lakshmi Narain College of Technology,Madhya Pradesh,Engineering,"48,600","60,000",5.7,5.6,5.8,6.2,5.2,5.4,6.2,Lakshmi Narain College of Technology,EXACT,False
National Institute of Technology,Kerala,Engineering,"53,797","27,405",8.1,8.4,7.9,7.7,8,8.1,8.2,NIT,EXACT,False
Indian Institute of Space Science and Technology,Kerala,Engineering,"1,42,400","87,400",8.1,8.9,7.8,8.5,8.6,7.7,7.2,Indian Institute of Space Science and Technology,EXACT,False
"College of Engineering, Trivandrum",Kerala,Engineering,"2,00,000","15,725",8.4,8.6,7.8,8,8.5,8.4,8.8,"College of Engineering, Trivandrum",EXACT,False
"Cochin University of Science and Technology, School",Kerala,Engineering,"86,040","52,730",8.3,8.5,7.8,8.3,8.2,8.2,8.7,Cochin University of Science and Technology,EXACT,False
Baselios Thomas I Catholicose College of Engineering,Kerala,Engineering,"85,000",--,7.4,7.5,8,8.5,7,6.5,7,Baselios Thomas I Catholicose College of Engineering,EXACT,False
Cochin University of Science and Technology,Kerala,Engineering,"46,600","19,290",7.9,8.4,7.5,7.8,7.8,7.7,8.1,Cochin University of Science and Technology,EXACT,False
Indian Institute of Technology,Kerala,Engineering,"35,850","2,22,350",8.6,9.2,7.7,9,8.6,8.7,8.6,IIT,EXACT,False
APJ Abdul Kalam Technological University,Kerala,Engineering,"29,000",--,7.8,8.1,6.9,8.2,8.1,7.5,8,APJ Abdul Kalam Technological University,EXACT,False
Federal Institute of Science and Technology,Kerala,Engineering,"75,100","87,050",8.1,8.3,7.5,8.3,8.8,8,7.8,Federal Institute of Science and Technology,EXACT,False
"Indian Institute of Information Technology [IIIT], Kottayam",Kerala,Engineering,"1,98,950",--,8.3,8.5,8.1,8.5,8.1,8.6,8.2,"IIIT [IIIT], Kottayam",EXACT,False
Government Engineering College,Kerala,Engineering,"22,150","10,970",8.5,8.5,8,8.4,8.7,8.3,8.9,Government Engineering College,EXACT,False
National Institute of Electronics & Information Technology,Kerala,Engineering,"60,000","1,38,500",8.4,8.7,6.7,8.9,8.7,8.8,8.6,National Institute of Electronics & Information Technology,EXACT,False
TKM College of Engineering,Kerala,Engineering,"8,410","16,290",8.4,8.8,8.2,8.4,8.4,7.8,8.5,TKM College of Engineering,EXACT,False
Amal Jyothi College of Engineering,Kerala,Engineering,"1,00,000","96,000",7.6,7.9,7,7.9,9,6.9,7,Amal Jyothi College of Engineering,EXACT,False
Hindustan College of Engineering,Kerala,Engineering,"50,000",--,8,8.3,7.6,8.1,8,8,7.9,Hindustan College of Engineering,EXACT,False
Marian Engineering College,Kerala,Engineering,"96,050","61,300",7.8,8.3,7.1,8.3,8.6,7.9,6.8,Marian Engineering College,EXACT,False
"Saintgits College of Engineering, Kottayam",Kerala,Engineering,"75,000","1,71,900",8.3,8.4,7.9,8.6,8.8,7.8,8.1,Saintgits College of Engineering,EXACT,False
Rajiv Gandhi Institute of Technology,Kerala,Engineering,"22,000","22,000",7.9,8.3,7.3,8.1,8,7.4,8.4,Rajiv Gandhi Institute of Technology,EXACT,False
Mangalam College of Engineering Ettumanoor,Kerala,Engineering,"75,000","3,00,000",6.9,7,6.4,7.4,7.6,6.4,6.6,Mangalam College of Engineering Ettumanoor,EXACT,False
NSS College of Engineering,Kerala,Engineering,"8,739","11,065",8.3,8.4,8,8.5,8,8.2,8.4,NSS College of Engineering,EXACT,False
Sree Chitra Thirunal College of Engineering,Kerala,Engineering,"62,668","75,041",8,8.6,6,8.3,7.5,8.3,9,Sree Chitra Thirunal College of Engineering,EXACT,False
"Thejus Engineering College, Thrissur",Kerala,Engineering,"88,400","1,60,000",8,8.3,7.8,8.7,7.8,7.1,8.2,"Thejus Engineering College, Thrissur",EXACT,False
Mar Athanasius College of Engineering,Kerala,Engineering,"8,225","21,950",8.4,8.5,8.2,8.2,8.8,8.1,8.5,Mar Athanasius College of Engineering,EXACT,False
St. Thomas College of Engineering and Technology-,Kerala,Engineering,"58,150",--,8.3,8.4,7.9,8.6,8.5,7.8,8.3,St. Thomas College of Engineering and Technology-,EXACT,False
"College of Engineering Thalassery, Kannur",Kerala,Engineering,"38,250",--,7.2,7.8,6.3,7.8,7.5,6.6,7.3,College of Engineering Thalassery,EXACT,False
"KMCT College of Engineering, Kozhikode",Kerala,Engineering,"75,000",--,7.3,7.5,7.7,7.2,7.8,5.7,7.6,"KMCT College of Engineering, Kozhikode",EXACT,False
"MEA Engineering College- [MEAEC], Malappuram",Kerala,Engineering,"75,000","60,000",8.2,8.1,8.6,8.3,8.7,6.6,8.7,MEA Engineering College- [MEAEC],EXACT,False
Rajagiri School of Engineering & Technology,Kerala,Engineering,"87,000","77,000",8.2,8.4,8,8.2,9,8.6,6.9,Rajagiri School of Engineering & Technology,EXACT,False
Sahrdaya College of Engineering,Kerala,Engineering,"35,000","77,000",7.1,7.5,6.8,7.3,8.1,6.6,6.5,Sahrdaya College of Engineering,EXACT,False
"Trinity College of Engineering, Trivendrum",Kerala,Engineering,"75,000",--,6.8,7.6,6.4,7.3,6.7,6.1,6.5,Trinity College of Engineering,EXACT,False
Birla Institute of Technology and Science,Rajasthan,Engineering,"4,45,475","4,45,475",8.9,8.8,8.2,8.8,9,9,9.3,Birla Institute of Technology and Science,EXACT,False
Indian Institute of Technology,Rajasthan,Engineering,"70,433","71,500",8.2,8,7.9,8.2,8.2,8,8.7,IIT,EXACT,False
Malaviya National Institute of Technology,Rajasthan,Engineering,"94,333","1,22,665",8.2,8.2,7.4,8,8.7,8.2,8.5,Malaviya NIT,EXACT,False
"Singhania University, Jhunjhunu",Rajasthan,Engineering,"42,000","42,000",7.1,7.1,6.7,7.1,7.1,7,7.3,"Singhania University, Jhunjhunu",EXACT,False
Jaipur National University,Rajasthan,Engineering,"1,14,000","37,600",7.5,7.9,7,7.7,7.8,6.7,7.6,Jaipur National University,EXACT,False
Manipal University,Rajasthan,Engineering,"3,19,000","36,000",8.4,8.2,8.3,8.2,9.2,7.7,9,Manipal University,EXACT,False
JECRC University,Rajasthan,Engineering,"1,85,000","30,000",8.1,8.1,7.4,8.2,8.2,8.1,8.7,JECRC University,EXACT,False
SunRise University,Rajasthan,Engineering,"72,200","32,200",8.1,8.1,7.3,8.7,8.1,7.9,8.4,SunRise University,EXACT,False
"OPJS University, Churu",Rajasthan,Engineering,"71,200","76,200",7.2,7.1,7.6,7.6,7.7,6.3,6.8,"OPJS University, Churu",EXACT,False
"Banasthali Vidyapith, Jaipur",Rajasthan,Engineering,"2,03,500","1,61,500",8.5,8.8,8.2,8.9,8.6,7.9,8.8,"Banasthali Vidyapith, Jaipur",EXACT,False
"Amity University, Jaipur",Rajasthan,Engineering,"1,80,000","1,48,000",8,7.8,7.6,7.8,8.9,7.4,8.7,"Amity University, Jaipur",EXACT,False
Suresh Gyan Vihar University,Rajasthan,Engineering,"1,40,000","42,000",7.5,7.8,6.7,7.5,8.8,6.3,8,Suresh Gyan Vihar University,EXACT,False
IIS (Deemed to be University),Rajasthan,Engineering,"99,300","25,500",8.3,8.6,8.5,8.6,8,7.9,8.4,IIS (Deemed to be University),EXACT,False
Madhav University,Rajasthan,Engineering,"70,000","13,000",7.8,7.9,7.5,8.2,7.9,7.3,7.8,Madhav University,EXACT,False
"Jagannath University, Jaipur",Rajasthan,Engineering,"1,14,000","1,80,000",7.3,7.1,6.7,7.9,7.7,6.9,7.4,"Jagannath University, Jaipur",EXACT,False
Indian Institute of Information Technology,Rajasthan,Engineering,"2,30,925",--,7.6,7.9,7.1,6.6,7.8,8,7.9,IIIT,EXACT,False
"Tantia University, Sriganganagar",Rajasthan,Engineering,"30,000",--,8.6,8.8,8.4,9.3,8.8,7.1,9.1,"Tantia University, Sriganganagar",EXACT,False
"Pacific University, Udaipur",Rajasthan,Engineering,"80,000","80,000",7.7,7.8,7.3,8.1,7.8,7.2,8,"Pacific University, Udaipur",EXACT,False
"Swami Keshvanand Institute of Technology, Management and",Rajasthan,Engineering,"98,900","84,500",7.8,8.3,6.8,8.1,8.1,8,7.5,Swami Keshvanand Institute of Technology,EXACT,False
Maharana Pratap University of Agriculture and Technology,Rajasthan,Engineering,"87,800","86,000",8,8.2,8,8,8.1,7.9,7.8,Maharana Pratap University of Agriculture and Technology,EXACT,False
"Poornima College of Engineering, Jaipur",Rajasthan,Engineering,"1,70,000","1,78,000",7.5,7.9,7.4,7.6,7.2,7.6,7.4,"Poornima College of Engineering, Jaipur",EXACT,False
"Shridhar University, Pilani",Rajasthan,Engineering,"99,300","61,300",6.7,6.2,6.6,6.5,6.5,7.3,6.8,"Shridhar University, Pilani",EXACT,False
"Jaipur Engineering College and Research Centre, Jaipur",Rajasthan,Engineering,"92,000",--,7.7,7.9,6.6,7.5,7.3,8.1,8.5,Jaipur Engineering College and Research Centre,EXACT,False
Birla Institute of Technology,Rajasthan,Engineering,"11,57,000",--,7.2,8.1,5.4,8.1,6.9,7.8,7.1,Birla Institute of Technology,EXACT,False
Institute of Advanced Studies in Education,Rajasthan,Engineering,"79,400","64,000",8.2,8.9,8,8.3,8.4,7.5,7.9,Institute of Advanced Studies in Education,EXACT,False
National Institute of Technology,Haryana,Engineering,"56,716","1,02,800",8.2,8,7.4,8.1,8.2,8.6,8.6,NIT,EXACT,False
Panjab University,Haryana,Engineering,"96,300","27,500",7.7,8.2,7.7,8,7.7,6.5,8.2,Panjab University,EXACT,False
Punjab Engineering College University of Technology,Haryana,Engineering,"96,750","93,500",8,7.9,7.3,7.6,7.7,8.4,9,Punjab Engineering College University of Technology,EXACT,False
National Institute of Food Technology Entrepreneurship and,Haryana,Engineering,"1,71,550","1,52,950",8.1,8.5,7.1,6.9,9.4,8.5,7.9,National Institute of Food Technology Entrepreneurship and,EXACT,False
"University Institute of Engineering, Chandigarh University",Haryana,Engineering,"1,60,000","80,000",8.4,8.6,7.9,8.1,8.7,8.7,8.3,University Institute of Engineering,EXACT,False
"School of Engineering and Technology, NCU",Haryana,Engineering,"2,60,000","82,000",9,9,--,--,9,--,--,School of Engineering and Technology,EXACT,False
"J.C. Bose University Of Science And Technology,",Haryana,Engineering,"83,625","83,625",7.3,7.7,6.5,7.4,6.6,7.7,7.6,J.C. Bose University Of Science And Technology,EXACT,False
Manav Rachna International Institute Of Research And,Haryana,Engineering,"1,81,500","1,16,000",7.2,7.1,6.7,6.5,8.4,6.5,7.8,Manav Rachna International Institute Of Research And,EXACT,False
Manav Rachna International Institute of Research and,Haryana,Engineering,"1,81,500","1,65,000",7.5,7.4,7.3,7.5,8.3,6.6,7.6,Manav Rachna International Institute of Research and,EXACT,False
"Gurugram University, Gurgaon",Haryana,Engineering,"40,000",--,8.2,8.6,7.4,8.4,8.6,8,8.1,"Gurugram University, Gurgaon",EXACT,False
"PDM University, Bahadurgarh, Bahadurgarh",Haryana,Engineering,"1,00,200","41,200",7.4,7.1,7.6,7.4,7.5,7.1,7.7,"PDM University, Bahadurgarh, Bahadurgarh",EXACT,False
"Amity University, Gurgaon",Haryana,Engineering,"2,30,000","1,56,000",7.7,7.8,7.1,7.6,8.6,7.1,8.1,"Amity University, Gurgaon",EXACT,False
National Institute of Technical Teachers Training and,Haryana,Engineering,"44,696","24,500",7.7,7.7,6.7,8.6,7.7,7.7,8,National Institute of Technical Teachers Training and,EXACT,False
"IILM University, Gurgaon",Haryana,Engineering,"3,30,000","4,30,000",8.4,8.2,7.4,8.5,8.6,8.6,8.8,"IILM University, Gurgaon",EXACT,False
"University Institute of Engineering and Technology -[UIET],",Haryana,Engineering,"82,197","16,160",7.4,7.5,7.5,7.4,7,7,8.2,University Institute of Engineering and Technology -[UIET],EXACT,False
